episodes,rewards,steps
482,73.0,73
483,35.0,35
484,47.0,47
485,77.0,77
486,34.0,34
487,16.0,16
488,22.0,22
489,47.0,47
490,72.0,72
491,76.0,76
492,74.0,74
493,36.0,36
494,47.0,47
495,25.0,25
496,22.0,22
497,20.0,20
498,40.0,40
499,44.0,44
500,41.0,41
501,42.0,42
502,112.0,112
503,64.0,64
504,95.0,95
505,112.0,112
506,117.0,117
507,84.0,84
508,79.0,79
509,129.0,129
510,139.0,139
511,41.0,41
512,82.0,82
513,54.0,54
514,69.0,69
515,44.0,44
516,31.0,31
517,64.0,64
518,41.0,41
519,100.0,100
520,86.0,86
521,44.0,44
522,38.0,38
523,36.0,36
524,41.0,41
525,22.0,22
526,51.0,51
527,24.0,24
528,47.0,47
529,79.0,79
530,125.0,125
531,50.0,50
532,35.0,35
533,48.0,48
534,85.0,85
535,58.0,58
536,101.0,101
537,200.0,200
538,79.0,79
539,159.0,159
540,71.0,71
541,71.0,71
542,77.0,77
543,78.0,78
544,46.0,46
545,49.0,49
546,74.0,74
547,71.0,71
548,106.0,106
549,36.0,36
550,33.0,33
551,160.0,160
552,53.0,53
553,54.0,54
554,27.0,27
555,55.0,55
556,174.0,174
557,33.0,33
558,61.0,61
559,118.0,118
560,128.0,128
561,148.0,148
562,97.0,97
563,63.0,63
564,44.0,44
565,110.0,110
566,156.0,156
567,50.0,50
568,163.0,163
569,126.0,126
570,114.0,114
571,78.0,78
572,48.0,48
573,59.0,59
574,116.0,116
575,46.0,46
576,135.0,135
577,71.0,71
578,19.0,19
579,43.0,43
580,89.0,89
581,97.0,97
582,21.0,21
583,120.0,120
584,54.0,54
585,24.0,24
586,62.0,62
587,78.0,78
588,36.0,36
589,71.0,71
590,25.0,25
591,71.0,71
592,56.0,56
593,78.0,78
594,65.0,65
595,200.0,200
596,200.0,200
597,167.0,167
598,59.0,59
599,73.0,73
600,66.0,66
601,35.0,35
602,186.0,186
603,140.0,140
604,49.0,49
605,134.0,134
606,46.0,46
607,149.0,149
608,82.0,82
609,119.0,119
610,126.0,126
611,52.0,52
612,89.0,89
613,200.0,200
614,89.0,89
615,93.0,93
616,200.0,200
617,39.0,39
618,113.0,113
619,67.0,67
620,164.0,164
621,120.0,120
622,74.0,74
623,153.0,153
624,124.0,124
625,41.0,41
626,173.0,173
627,48.0,48
628,200.0,200
629,58.0,58
630,35.0,35
631,45.0,45
632,43.0,43
633,157.0,157
634,111.0,111
635,98.0,98
636,102.0,102
637,124.0,124
638,111.0,111
639,42.0,42
640,128.0,128
641,183.0,183
642,49.0,49
643,64.0,64
644,117.0,117
645,150.0,150
646,103.0,103
647,115.0,115
648,41.0,41
649,200.0,200
650,162.0,162
651,105.0,105
652,94.0,94
653,55.0,55
654,73.0,73
655,65.0,65
656,29.0,29
657,148.0,148
658,42.0,42
659,17.0,17
660,60.0,60
661,59.0,59
662,80.0,80
663,41.0,41
664,143.0,143
665,200.0,200
666,45.0,45
667,95.0,95
668,61.0,61
669,63.0,63
670,170.0,170
671,150.0,150
672,139.0,139
673,44.0,44
674,44.0,44
675,47.0,47
676,72.0,72
677,129.0,129
678,79.0,79
679,128.0,128
680,126.0,126
681,65.0,65
682,57.0,57
683,58.0,58
684,66.0,66
685,89.0,89
686,150.0,150
687,97.0,97
688,20.0,20
689,58.0,58
690,81.0,81
691,54.0,54
692,55.0,55
693,197.0,197
694,61.0,61
695,157.0,157
696,166.0,166
697,79.0,79
698,128.0,128
699,200.0,200
700,46.0,46
701,140.0,140
702,19.0,19
703,144.0,144
704,138.0,138
705,46.0,46
706,200.0,200
707,61.0,61
708,114.0,114
709,100.0,100
710,85.0,85
711,200.0,200
712,36.0,36
713,142.0,142
714,22.0,22
715,82.0,82
716,49.0,49
717,139.0,139
718,173.0,173
719,47.0,47
720,67.0,67
721,197.0,197
722,157.0,157
723,149.0,149
724,29.0,29
725,85.0,85
726,135.0,135
727,157.0,157
728,141.0,141
729,165.0,165
730,102.0,102
731,192.0,192
732,196.0,196
733,183.0,183
734,75.0,75
735,41.0,41
736,122.0,122
737,200.0,200
738,166.0,166
739,109.0,109
740,200.0,200
741,200.0,200
742,24.0,24
743,20.0,20
744,138.0,138
745,122.0,122
746,200.0,200
747,156.0,156
748,191.0,191
749,91.0,91
750,105.0,105
751,145.0,145
752,130.0,130
753,150.0,150
754,77.0,77
755,137.0,137
756,181.0,181
757,200.0,200
758,132.0,132
759,200.0,200
760,76.0,76
761,63.0,63
762,160.0,160
763,28.0,28
764,135.0,135
765,43.0,43
766,146.0,146
767,179.0,179
768,82.0,82
769,126.0,126
770,148.0,148
771,110.0,110
772,116.0,116
773,55.0,55
774,158.0,158
775,155.0,155
776,200.0,200
777,153.0,153
778,147.0,147
779,54.0,54
780,173.0,173
781,44.0,44
782,47.0,47
783,200.0,200
784,179.0,179
785,194.0,194
786,200.0,200
787,141.0,141
788,130.0,130
789,133.0,133
790,53.0,53
791,124.0,124
792,143.0,143
793,58.0,58
794,190.0,190
795,130.0,130
796,130.0,130
797,200.0,200
798,163.0,163
799,200.0,200
800,103.0,103
801,200.0,200
802,200.0,200
803,18.0,18
804,156.0,156
805,165.0,165
806,129.0,129
807,33.0,33
808,132.0,132
809,200.0,200
810,110.0,110
811,93.0,93
812,198.0,198
813,200.0,200
814,200.0,200
815,182.0,182
816,75.0,75
817,200.0,200
818,200.0,200
819,200.0,200
820,144.0,144
821,118.0,118
822,200.0,200
823,60.0,60
824,200.0,200
825,134.0,134
826,154.0,154
827,116.0,116
828,21.0,21
829,200.0,200
830,105.0,105
831,158.0,158
832,122.0,122
833,88.0,88
834,108.0,108
835,112.0,112
836,134.0,134
837,165.0,165
838,200.0,200
839,138.0,138
840,164.0,164
841,200.0,200
842,30.0,30
843,181.0,181
844,149.0,149
845,102.0,102
846,128.0,128
847,74.0,74
848,112.0,112
849,80.0,80
850,190.0,190
851,35.0,35
852,40.0,40
853,121.0,121
854,125.0,125
855,99.0,99
856,115.0,115
857,171.0,171
858,200.0,200
859,50.0,50
860,200.0,200
861,143.0,143
862,146.0,146
863,47.0,47
864,154.0,154
865,48.0,48
866,103.0,103
867,200.0,200
868,151.0,151
869,46.0,46
870,155.0,155
871,40.0,40
872,124.0,124
873,41.0,41
874,45.0,45
875,158.0,158
876,29.0,29
877,200.0,200
878,200.0,200
879,151.0,151
880,158.0,158
881,200.0,200
882,15.0,15
883,180.0,180
884,75.0,75
885,196.0,196
886,176.0,176
887,67.0,67
888,90.0,90
889,161.0,161
890,88.0,88
891,200.0,200
892,64.0,64
893,111.0,111
894,184.0,184
895,189.0,189
896,109.0,109
897,167.0,167
898,99.0,99
899,180.0,180
900,121.0,121
901,126.0,126
902,200.0,200
903,200.0,200
904,177.0,177
905,107.0,107
906,200.0,200
907,133.0,133
908,164.0,164
909,200.0,200
910,160.0,160
911,120.0,120
912,200.0,200
913,65.0,65
914,27.0,27
915,200.0,200
916,162.0,162
917,25.0,25
918,118.0,118
919,56.0,56
920,107.0,107
921,200.0,200
922,166.0,166
923,69.0,69
924,187.0,187
925,126.0,126
926,200.0,200
927,49.0,49
928,99.0,99
929,200.0,200
930,200.0,200
931,153.0,153
932,158.0,158
933,200.0,200
934,145.0,145
935,126.0,126
936,133.0,133
937,81.0,81
938,200.0,200
939,57.0,57
940,200.0,200
941,131.0,131
942,200.0,200
943,200.0,200
944,200.0,200
945,171.0,171
946,200.0,200
947,200.0,200
948,200.0,200
949,176.0,176
950,110.0,110
951,158.0,158
952,137.0,137
953,103.0,103
954,200.0,200
955,200.0,200
956,200.0,200
957,190.0,190
958,130.0,130
959,139.0,139
960,200.0,200
961,172.0,172
962,152.0,152
963,154.0,154
964,52.0,52
965,194.0,194
966,52.0,52
967,169.0,169
968,200.0,200
969,176.0,176
970,127.0,127
971,157.0,157
972,200.0,200
973,134.0,134
974,138.0,138
975,133.0,133
976,170.0,170
977,159.0,159
978,88.0,88
979,141.0,141
980,117.0,117
981,157.0,157
982,145.0,145
983,200.0,200
984,129.0,129
985,155.0,155
986,83.0,83
987,152.0,152
988,156.0,156
989,200.0,200
990,135.0,135
991,75.0,75
992,138.0,138
993,83.0,83
994,200.0,200
995,128.0,128
996,122.0,122
997,200.0,200
998,34.0,34
999,161.0,161
1000,143.0,143
1001,200.0,200
1002,103.0,103
1003,168.0,168
1004,200.0,200
1005,200.0,200
1006,167.0,167
1007,200.0,200
1008,76.0,76
1009,101.0,101
1010,153.0,153
1011,113.0,113
1012,109.0,109
1013,188.0,188
1014,122.0,122
1015,181.0,181
1016,166.0,166
1017,189.0,189
1018,200.0,200
1019,187.0,187
1020,116.0,116
1021,200.0,200
1022,108.0,108
1023,18.0,18
1024,158.0,158
1025,200.0,200
1026,43.0,43
1027,200.0,200
1028,199.0,199
1029,200.0,200
1030,133.0,133
1031,171.0,171
1032,200.0,200
1033,200.0,200
1034,200.0,200
1035,156.0,156
1036,52.0,52
1037,200.0,200
1038,121.0,121
1039,188.0,188
1040,167.0,167
1041,200.0,200
1042,124.0,124
1043,102.0,102
1044,161.0,161
1045,200.0,200
1046,200.0,200
1047,135.0,135
1048,200.0,200
1049,80.0,80
1050,200.0,200
1051,66.0,66
1052,200.0,200
1053,200.0,200
1054,112.0,112
1055,195.0,195
1056,200.0,200
1057,170.0,170
1058,194.0,194
1059,200.0,200
1060,200.0,200
1061,59.0,59
1062,75.0,75
1063,200.0,200
1064,200.0,200
1065,97.0,97
1066,171.0,171
1067,30.0,30
1068,200.0,200
1069,101.0,101
1070,124.0,124
1071,136.0,136
1072,184.0,184
1073,149.0,149
1074,137.0,137
1075,167.0,167
1076,136.0,136
1077,200.0,200
1078,139.0,139
1079,85.0,85
1080,137.0,137
1081,161.0,161
1082,81.0,81
1083,200.0,200
1084,200.0,200
1085,200.0,200
1086,200.0,200
1087,87.0,87
1088,174.0,174
1089,200.0,200
1090,128.0,128
1091,200.0,200
1092,200.0,200
1093,200.0,200
1094,120.0,120
1095,200.0,200
1096,131.0,131
1097,200.0,200
1098,200.0,200
1099,200.0,200
1100,146.0,146
1101,200.0,200
1102,200.0,200
1103,200.0,200
1104,80.0,80
1105,200.0,200
1106,172.0,172
1107,143.0,143
1108,200.0,200
1109,200.0,200
1110,181.0,181
1111,189.0,189
1112,133.0,133
1113,200.0,200
1114,111.0,111
1115,200.0,200
1116,200.0,200
1117,200.0,200
1118,192.0,192
1119,200.0,200
1120,200.0,200
1121,200.0,200
1122,144.0,144
1123,27.0,27
1124,200.0,200
1125,198.0,198
1126,186.0,186
1127,80.0,80
1128,200.0,200
1129,169.0,169
1130,48.0,48
1131,198.0,198
1132,162.0,162
1133,58.0,58
1134,200.0,200
1135,200.0,200
1136,189.0,189
1137,200.0,200
1138,117.0,117
1139,200.0,200
1140,200.0,200
1141,150.0,150
1142,163.0,163
1143,161.0,161
1144,200.0,200
1145,113.0,113
1146,181.0,181
1147,193.0,193
1148,98.0,98
1149,200.0,200
1150,22.0,22
1151,125.0,125
1152,200.0,200
1153,200.0,200
1154,200.0,200
1155,67.0,67
1156,186.0,186
1157,189.0,189
1158,186.0,186
1159,156.0,156
1160,200.0,200
1161,200.0,200
1162,116.0,116
1163,77.0,77
1164,148.0,148
1165,111.0,111
1166,68.0,68
1167,140.0,140
1168,114.0,114
1169,200.0,200
1170,173.0,173
1171,97.0,97
1172,166.0,166
1173,154.0,154
1174,200.0,200
1175,200.0,200
1176,129.0,129
1177,111.0,111
1178,200.0,200
1179,85.0,85
1180,71.0,71
1181,200.0,200
1182,158.0,158
1183,130.0,130
1184,161.0,161
1185,188.0,188
1186,124.0,124
1187,190.0,190
1188,157.0,157
1189,188.0,188
1190,194.0,194
1191,173.0,173
1192,123.0,123
1193,200.0,200
1194,123.0,123
1195,200.0,200
1196,200.0,200
1197,114.0,114
1198,45.0,45
1199,144.0,144
1200,107.0,107
1201,184.0,184
1202,121.0,121
1203,200.0,200
1204,50.0,50
1205,123.0,123
1206,73.0,73
1207,142.0,142
1208,38.0,38
1209,129.0,129
1210,123.0,123
1211,149.0,149
1212,97.0,97
1213,40.0,40
1214,177.0,177
1215,200.0,200
1216,166.0,166
1217,106.0,106
1218,114.0,114
1219,53.0,53
1220,162.0,162
1221,181.0,181
1222,128.0,128
1223,155.0,155
1224,180.0,180
1225,139.0,139
1226,99.0,99
1227,95.0,95
1228,159.0,159
1229,30.0,30
1230,67.0,67
1231,127.0,127
1232,33.0,33
1233,80.0,80
1234,200.0,200
1235,200.0,200
1236,200.0,200
1237,117.0,117
1238,128.0,128
1239,47.0,47
1240,134.0,134
1241,129.0,129
1242,135.0,135
1243,200.0,200
1244,200.0,200
1245,101.0,101
1246,35.0,35
1247,73.0,73
1248,95.0,95
1249,125.0,125
1250,200.0,200
1251,155.0,155
1252,48.0,48
1253,200.0,200
1254,153.0,153
1255,173.0,173
1256,128.0,128
1257,200.0,200
1258,200.0,200
1259,196.0,196
1260,50.0,50
1261,193.0,193
1262,200.0,200
1263,200.0,200
1264,200.0,200
1265,200.0,200
1266,179.0,179
1267,180.0,180
1268,200.0,200
1269,200.0,200
1270,200.0,200
1271,120.0,120
1272,200.0,200
1273,60.0,60
1274,99.0,99
1275,178.0,178
1276,157.0,157
1277,200.0,200
1278,177.0,177
1279,200.0,200
1280,200.0,200
1281,200.0,200
1282,200.0,200
1283,200.0,200
1284,200.0,200
1285,200.0,200
1286,97.0,97
1287,167.0,167
1288,183.0,183
1289,200.0,200
1290,61.0,61
1291,192.0,192
1292,200.0,200
1293,137.0,137
1294,200.0,200
1295,200.0,200
1296,200.0,200
1297,200.0,200
1298,200.0,200
1299,200.0,200
1300,103.0,103
1301,142.0,142
1302,200.0,200
1303,47.0,47
1304,189.0,189
1305,41.0,41
1306,200.0,200
1307,200.0,200
1308,132.0,132
1309,154.0,154
1310,95.0,95
1311,200.0,200
1312,200.0,200
1313,200.0,200
1314,71.0,71
1315,200.0,200
1316,170.0,170
1317,121.0,121
1318,200.0,200
1319,127.0,127
1320,200.0,200
1321,120.0,120
1322,200.0,200
1323,200.0,200
1324,161.0,161
1325,37.0,37
1326,200.0,200
1327,200.0,200
1328,200.0,200
1329,49.0,49
1330,118.0,118
1331,200.0,200
1332,167.0,167
1333,200.0,200
1334,99.0,99
1335,137.0,137
1336,200.0,200
1337,41.0,41
1338,200.0,200
1339,200.0,200
1340,97.0,97
1341,34.0,34
1342,40.0,40
1343,197.0,197
1344,51.0,51
1345,200.0,200
1346,156.0,156
1347,200.0,200
1348,75.0,75
1349,118.0,118
1350,200.0,200
1351,73.0,73
1352,200.0,200
1353,133.0,133
1354,200.0,200
1355,200.0,200
1356,162.0,162
1357,37.0,37
1358,130.0,130
1359,123.0,123
1360,200.0,200
1361,99.0,99
1362,200.0,200
1363,46.0,46
1364,200.0,200
1365,190.0,190
1366,34.0,34
1367,37.0,37
1368,200.0,200
1369,200.0,200
1370,131.0,131
1371,200.0,200
1372,200.0,200
1373,158.0,158
1374,175.0,175
1375,134.0,134
1376,100.0,100
1377,200.0,200
1378,200.0,200
1379,123.0,123
1380,200.0,200
1381,200.0,200
1382,200.0,200
1383,116.0,116
1384,200.0,200
1385,88.0,88
1386,200.0,200
1387,200.0,200
1388,147.0,147
1389,200.0,200
1390,200.0,200
1391,84.0,84
1392,200.0,200
1393,184.0,184
1394,200.0,200
1395,179.0,179
1396,200.0,200
1397,200.0,200
1398,130.0,130
1399,29.0,29
1400,200.0,200
1401,200.0,200
1402,200.0,200
1403,200.0,200
1404,195.0,195
1405,118.0,118
1406,200.0,200
1407,200.0,200
1408,200.0,200
1409,154.0,154
1410,185.0,185
1411,200.0,200
1412,152.0,152
1413,200.0,200
1414,200.0,200
1415,200.0,200
1416,200.0,200
1417,31.0,31
1418,200.0,200
1419,134.0,134
1420,172.0,172
1421,112.0,112
1422,153.0,153
1423,199.0,199
1424,200.0,200
1425,200.0,200
1426,200.0,200
1427,200.0,200
1428,166.0,166
1429,200.0,200
1430,200.0,200
1431,199.0,199
1432,195.0,195
1433,174.0,174
1434,46.0,46
1435,174.0,174
1436,23.0,23
1437,157.0,157
1438,200.0,200
1439,170.0,170
1440,92.0,92
1441,200.0,200
1442,200.0,200
1443,72.0,72
1444,200.0,200
1445,200.0,200
1446,200.0,200
1447,118.0,118
1448,119.0,119
1449,109.0,109
1450,101.0,101
1451,32.0,32
1452,197.0,197
1453,154.0,154
1454,138.0,138
1455,141.0,141
1456,141.0,141
1457,200.0,200
1458,90.0,90
1459,200.0,200
1460,122.0,122
1461,144.0,144
1462,155.0,155
1463,200.0,200
1464,160.0,160
1465,129.0,129
1466,200.0,200
1467,112.0,112
1468,132.0,132
1469,144.0,144
1470,184.0,184
1471,200.0,200
1472,26.0,26
1473,200.0,200
1474,26.0,26
1475,128.0,128
1476,200.0,200
1477,173.0,173
1478,145.0,145
1479,128.0,128
1480,118.0,118
1481,50.0,50
1482,184.0,184
1483,166.0,166
1484,142.0,142
1485,104.0,104
1486,180.0,180
1487,200.0,200
1488,200.0,200
1489,200.0,200
1490,123.0,123
1491,200.0,200
1492,140.0,140
1493,200.0,200
1494,200.0,200
1495,200.0,200
1496,200.0,200
1497,117.0,117
1498,13.0,13
1499,200.0,200
1500,127.0,127
1501,200.0,200
1502,200.0,200
1503,200.0,200
1504,200.0,200
1505,200.0,200
1506,200.0,200
1507,77.0,77
1508,152.0,152
1509,38.0,38
1510,125.0,125
1511,154.0,154
1512,142.0,142
1513,120.0,120
1514,200.0,200
1515,191.0,191
1516,21.0,21
1517,101.0,101
1518,191.0,191
1519,170.0,170
1520,200.0,200
1521,30.0,30
1522,191.0,191
1523,200.0,200
1524,200.0,200
1525,200.0,200
1526,135.0,135
1527,200.0,200
1528,185.0,185
1529,123.0,123
1530,156.0,156
1531,200.0,200
1532,140.0,140
1533,200.0,200
1534,136.0,136
1535,139.0,139
1536,200.0,200
1537,169.0,169
1538,200.0,200
1539,200.0,200
1540,103.0,103
1541,91.0,91
1542,200.0,200
1543,200.0,200
1544,65.0,65
1545,200.0,200
1546,169.0,169
1547,59.0,59
1548,175.0,175
1549,200.0,200
1550,200.0,200
1551,189.0,189
1552,200.0,200
1553,200.0,200
1554,151.0,151
1555,108.0,108
1556,146.0,146
1557,200.0,200
1558,198.0,198
1559,119.0,119
1560,105.0,105
1561,175.0,175
1562,200.0,200
1563,136.0,136
1564,200.0,200
1565,86.0,86
1566,200.0,200
1567,200.0,200
1568,200.0,200
1569,124.0,124
1570,200.0,200
1571,122.0,122
1572,200.0,200
1573,200.0,200
1574,47.0,47
1575,200.0,200
1576,194.0,194
1577,200.0,200
1578,121.0,121
1579,200.0,200
1580,200.0,200
1581,190.0,190
1582,200.0,200
1583,200.0,200
1584,200.0,200
1585,145.0,145
1586,121.0,121
1587,198.0,198
1588,200.0,200
1589,200.0,200
1590,130.0,130
1591,185.0,185
1592,193.0,193
1593,200.0,200
1594,200.0,200
1595,200.0,200
1596,200.0,200
1597,168.0,168
1598,200.0,200
1599,200.0,200
